#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MAP2K1	EGFR	9606.ENSP00000302486	9606.ENSP00000275493	0	0	0	0.597	0.049	0.098	0	0.549	0.579
MAP2K1	ARAF	9606.ENSP00000302486	9606.ENSP00000290277	0	0	0	0.577	0.109	0.911	0.900	0.372	0.994
MAP2K1	STAT5B	9606.ENSP00000302486	9606.ENSP00000293328	0	0	0	0	0.097	0	0	0.436	0.469
MAP2K1	TGFA	9606.ENSP00000302486	9606.ENSP00000404131	0	0	0	0	0.056	0	0	0.400	0.409
MAP2K1	PIK3CB	9606.ENSP00000302486	9606.ENSP00000501150	0	0	0	0	0.068	0	0	0.396	0.413
MAP2K1	FOXO3	9606.ENSP00000302486	9606.ENSP00000339527	0	0	0	0	0.049	0.045	0	0.410	0.417
MAP2K1	EML4	9606.ENSP00000302486	9606.ENSP00000320663	0	0	0	0	0.056	0.045	0	0.427	0.438
MAP2K1	ALK	9606.ENSP00000302486	9606.ENSP00000373700	0	0	0	0.566	0	0.161	0	0.365	0.445
MAP2K1	CDKN1A	9606.ENSP00000302486	9606.ENSP00000384849	0	0	0	0	0.054	0	0	0.447	0.454
MAP2K1	AKT1	9606.ENSP00000302486	9606.ENSP00000451828	0	0	0.100	0.632	0.060	0.161	0	0.366	0.490
MAP2K1	PIK3R1	9606.ENSP00000302486	9606.ENSP00000428056	0	0	0	0	0.044	0	0	0.499	0.501
MAP2K1	CASP9	9606.ENSP00000302486	9606.ENSP00000330237	0	0	0	0	0.092	0	0	0.475	0.503
MAP2K1	CDKN2A	9606.ENSP00000302486	9606.ENSP00000418915	0	0	0	0	0.057	0.131	0	0.571	0.618
MAP2K1	STAT5A	9606.ENSP00000302486	9606.ENSP00000341208	0	0	0	0	0.098	0	0	0.616	0.639
MAP2K1	GRB2	9606.ENSP00000302486	9606.ENSP00000376345	0	0	0	0	0.108	0	0	0.800	0.814
MAP2K1	SOS1	9606.ENSP00000302486	9606.ENSP00000384675	0	0	0	0	0.113	0.051	0	0.811	0.827
MAP2K1	BAD	9606.ENSP00000302486	9606.ENSP00000378040	0	0	0	0	0.058	0	0.900	0.227	0.920
MAP2K1	NRAS	9606.ENSP00000302486	9606.ENSP00000358548	0	0	0	0	0.060	0.163	0.900	0.813	0.983
MAP2K1	HRAS	9606.ENSP00000302486	9606.ENSP00000407586	0	0	0	0	0.062	0.382	0.900	0.832	0.989
MAP2K1	BRAF	9606.ENSP00000302486	9606.ENSP00000419060	0	0	0	0.580	0.119	0.996	0.900	0.983	0.999
MAP2K1	RAF1	9606.ENSP00000302486	9606.ENSP00000401888	0	0	0	0.577	0.131	0.974	0.900	0.970	0.999
MAP2K2	MAPK1	9606.ENSP00000262948	9606.ENSP00000215832	0	0	0	0.600	0.111	0.983	0.900	0.855	0.999
MAP2K2	SOS2	9606.ENSP00000262948	9606.ENSP00000216373	0	0	0	0	0.096	0.051	0	0.502	0.535
MAP2K2	KRAS	9606.ENSP00000262948	9606.ENSP00000256078	0	0	0	0	0.047	0.163	0.900	0.624	0.966
MAP2K2	TP53	9606.ENSP00000262948	9606.ENSP00000269305	0	0	0	0	0.056	0	0	0.417	0.426
MAP2K2	PIK3CA	9606.ENSP00000262948	9606.ENSP00000263967	0	0	0	0	0	0	0	0.484	0.484
MAP2K2	EGFR	9606.ENSP00000262948	9606.ENSP00000275493	0	0	0	0.593	0.042	0.181	0	0.520	0.591
MAP2K2	AKT1	9606.ENSP00000262948	9606.ENSP00000451828	0	0	0	0.630	0.157	0.161	0	0.471	0.593
MAP2K2	GRB2	9606.ENSP00000262948	9606.ENSP00000376345	0	0	0	0	0.085	0	0	0.680	0.695
MAP2K2	SOS1	9606.ENSP00000262948	9606.ENSP00000384675	0	0	0	0	0.096	0.051	0	0.777	0.792
MAP2K2	NRAS	9606.ENSP00000262948	9606.ENSP00000358548	0	0	0	0	0.050	0.163	0.900	0.654	0.968
MAP2K2	HRAS	9606.ENSP00000262948	9606.ENSP00000407586	0	0	0	0	0.062	0.163	0.900	0.641	0.968
MAP2K2	MAPK3	9606.ENSP00000262948	9606.ENSP00000263025	0	0	0	0.597	0.226	0.732	0.900	0.600	0.990
MAP2K2	ARAF	9606.ENSP00000262948	9606.ENSP00000290277	0	0	0	0.575	0.126	0.925	0.900	0.572	0.996
MAP2K2	MAP2K1	9606.ENSP00000262948	9606.ENSP00000302486	0	0	0.051	0.979	0.049	0.836	0.900	0.783	0.996
MAP2K2	RAF1	9606.ENSP00000262948	9606.ENSP00000401888	0	0	0	0.575	0.126	0.925	0.900	0.495	0.996
MAP2K2	BRAF	9606.ENSP00000262948	9606.ENSP00000419060	0	0	0	0.575	0.102	0.904	0.900	0.835	0.998
MAPK1	GADD45A	9606.ENSP00000215832	9606.ENSP00000360025	0	0	0	0	0.042	0.292	0	0.196	0.407
MAPK1	DDB2	9606.ENSP00000215832	9606.ENSP00000256996	0	0	0	0	0.049	0	0	0.431	0.436
MAPK1	RXRA	9606.ENSP00000215832	9606.ENSP00000419692	0	0	0	0	0.047	0.292	0	0.242	0.444
MAPK1	ALK	9606.ENSP00000215832	9606.ENSP00000373700	0	0	0	0	0.056	0.222	0	0.339	0.472
MAPK1	SOS2	9606.ENSP00000215832	9606.ENSP00000216373	0	0	0	0	0.110	0.067	0	0.473	0.524
MAPK1	EGFR	9606.ENSP00000215832	9606.ENSP00000275493	0	0	0	0.579	0.047	0.042	0	0.609	0.612
MAPK1	PIK3CB	9606.ENSP00000215832	9606.ENSP00000501150	0	0	0	0	0.082	0	0	0.601	0.618
MAPK1	PDPK1	9606.ENSP00000215832	9606.ENSP00000344220	0	0	0	0.627	0.169	0.065	0.500	0.168	0.633
MAPK1	ARAF	9606.ENSP00000215832	9606.ENSP00000290277	0	0	0	0.592	0.094	0.110	0.500	0.251	0.657
MAPK1	PIK3R1	9606.ENSP00000215832	9606.ENSP00000428056	0	0	0	0	0.127	0	0	0.626	0.659
MAPK1	STAT5B	9606.ENSP00000215832	9606.ENSP00000293328	0	0	0	0	0.190	0.045	0	0.619	0.680
MAPK1	CCND1	9606.ENSP00000215832	9606.ENSP00000227507	0	0	0	0	0.060	0.292	0	0.562	0.683
MAPK1	CDKN1A	9606.ENSP00000215832	9606.ENSP00000384849	0	0	0	0	0	0	0	0.732	0.732
MAPK1	PLCG1	9606.ENSP00000215832	9606.ENSP00000244007	0	0	0	0	0.049	0	0	0.767	0.769
MAPK1	SOS1	9606.ENSP00000215832	9606.ENSP00000384675	0	0.001	0	0	0.214	0.067	0.400	0.543	0.772
MAPK1	EGF	9606.ENSP00000215832	9606.ENSP00000265171	0	0	0	0	0	0	0	0.789	0.789
MAPK1	PIK3CA	9606.ENSP00000215832	9606.ENSP00000263967	0	0	0	0	0.103	0	0	0.809	0.822
MAPK1	CASP9	9606.ENSP00000215832	9606.ENSP00000330237	0	0	0	0	0.076	0.294	0.400	0.642	0.841
MAPK1	CDKN2A	9606.ENSP00000215832	9606.ENSP00000418915	0	0	0	0	0.049	0.350	0	0.771	0.846
MAPK1	STAT5A	9606.ENSP00000215832	9606.ENSP00000341208	0	0	0	0	0.086	0.679	0	0.619	0.878
MAPK1	PRKCG	9606.ENSP00000215832	9606.ENSP00000263431	0	0	0	0.595	0.055	0.064	0.900	0.116	0.911
MAPK1	BAD	9606.ENSP00000215832	9606.ENSP00000378040	0	0	0	0	0.060	0	0.900	0.195	0.917
MAPK1	GRB2	9606.ENSP00000215832	9606.ENSP00000376345	0	0	0	0	0.093	0	0.400	0.866	0.920
MAPK1	AKT3	9606.ENSP00000215832	9606.ENSP00000500582	0	0	0	0.601	0.085	0.110	0.900	0.218	0.927
MAPK1	PRKCB	9606.ENSP00000215832	9606.ENSP00000496129	0	0	0	0.591	0.126	0.102	0.900	0.196	0.928
MAPK1	AKT2	9606.ENSP00000215832	9606.ENSP00000375892	0	0	0	0.592	0.083	0.110	0.900	0.240	0.929
MAPK1	PRKCA	9606.ENSP00000215832	9606.ENSP00000408695	0	0	0	0.594	0.127	0.102	0.900	0.233	0.931
MAPK1	BRAF	9606.ENSP00000215832	9606.ENSP00000419060	0	0	0	0.586	0.094	0.647	0.700	0.539	0.949
MAPK1	NRAS	9606.ENSP00000215832	9606.ENSP00000358548	0	0	0	0	0.109	0.098	0.900	0.551	0.959
MAPK1	FOXO3	9606.ENSP00000215832	9606.ENSP00000339527	0	0	0	0	0.147	0.303	0.900	0.461	0.963
MAPK1	RAF1	9606.ENSP00000215832	9606.ENSP00000401888	0	0	0	0.588	0.115	0.800	0.700	0.593	0.975
MAPK1	HRAS	9606.ENSP00000215832	9606.ENSP00000407586	0	0	0	0	0.056	0.098	0.900	0.783	0.979
MAPK1	AKT1	9606.ENSP00000215832	9606.ENSP00000451828	0	0	0	0.593	0.118	0.110	0.900	0.872	0.988
MAPK1	KRAS	9606.ENSP00000215832	9606.ENSP00000256078	0	0	0	0	0.088	0.495	0.900	0.771	0.988
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.049	0.983	0.118	0.874	0.900	0.581	0.994
MAPK1	STAT3	9606.ENSP00000215832	9606.ENSP00000264657	0	0	0	0	0.060	0.926	0	0.950	0.996
MAPK1	TP53	9606.ENSP00000215832	9606.ENSP00000269305	0	0	0	0	0.045	0.806	0.900	0.912	0.998
MAPK1	MAP2K1	9606.ENSP00000215832	9606.ENSP00000302486	0	0	0	0.595	0.152	0.929	0.900	0.950	0.999
MAPK1	MAP2K2	9606.ENSP00000215832	9606.ENSP00000262948	0	0	0	0.600	0.111	0.983	0.900	0.855	0.999
MAPK3	MAPK1	9606.ENSP00000263025	9606.ENSP00000215832	0	0	0.049	0.983	0.118	0.874	0.900	0.581	0.994
MAPK3	SOS2	9606.ENSP00000263025	9606.ENSP00000216373	0	0	0	0	0.049	0.067	0	0.487	0.505
MAPK3	PIK3R2	9606.ENSP00000263025	9606.ENSP00000222254	0	0	0	0	0.173	0	0	0.315	0.409
MAPK3	HGF	9606.ENSP00000263025	9606.ENSP00000222390	0	0	0	0	0	0.060	0	0.605	0.612
MAPK3	CCND1	9606.ENSP00000263025	9606.ENSP00000227507	0	0	0	0	0.060	0	0	0.739	0.744
MAPK3	PLCG1	9606.ENSP00000263025	9606.ENSP00000244007	0	0	0	0	0.060	0	0.400	0.605	0.758
MAPK3	KRAS	9606.ENSP00000263025	9606.ENSP00000256078	0	0	0	0	0.056	0.098	0.900	0.816	0.982
MAPK3	MAP2K2	9606.ENSP00000263025	9606.ENSP00000262948	0	0	0	0.597	0.226	0.732	0.900	0.600	0.990
MAPK3	E2F1	9606.ENSP00000263025	9606.ENSP00000345571	0	0	0	0	0.044	0	0	0.450	0.452
MAPK3	RXRA	9606.ENSP00000263025	9606.ENSP00000419692	0	0	0	0	0.097	0.292	0	0.215	0.454
MAPK3	PLCG2	9606.ENSP00000263025	9606.ENSP00000482457	0	0	0	0	0.049	0	0	0.457	0.461
MAPK3	PIK3R1	9606.ENSP00000263025	9606.ENSP00000428056	0	0	0	0	0.115	0	0	0.445	0.488
MAPK3	BAX	9606.ENSP00000263025	9606.ENSP00000293288	0	0	0	0	0.212	0	0	0.409	0.515
MAPK3	RB1	9606.ENSP00000263025	9606.ENSP00000267163	0	0	0	0	0.049	0.230	0	0.399	0.521
MAPK3	TGFA	9606.ENSP00000263025	9606.ENSP00000404131	0	0	0	0	0.043	0	0	0.524	0.524
MAPK3	EGFR	9606.ENSP00000263025	9606.ENSP00000275493	0	0	0	0.582	0.042	0.230	0	0.411	0.528
MAPK3	ALK	9606.ENSP00000263025	9606.ENSP00000373700	0	0	0	0	0.056	0.110	0	0.492	0.536
MAPK3	PIK3CA	9606.ENSP00000263025	9606.ENSP00000263967	0	0	0	0	0.049	0	0	0.594	0.597
MAPK3	CDKN1A	9606.ENSP00000263025	9606.ENSP00000384849	0	0	0	0	0.044	0	0	0.606	0.608
MAPK3	PIK3CB	9606.ENSP00000263025	9606.ENSP00000501150	0	0	0	0	0.049	0	0	0.637	0.640
MAPK3	CDKN2A	9606.ENSP00000263025	9606.ENSP00000418915	0	0	0	0	0.054	0.254	0	0.545	0.651
MAPK3	ARAF	9606.ENSP00000263025	9606.ENSP00000290277	0	0	0	0.592	0.118	0.110	0.500	0.265	0.673
MAPK3	STAT5A	9606.ENSP00000263025	9606.ENSP00000341208	0	0	0	0	0.091	0.045	0	0.763	0.777
MAPK3	STAT5B	9606.ENSP00000263025	9606.ENSP00000293328	0	0	0	0	0.166	0.045	0	0.769	0.800
MAPK3	SOS1	9606.ENSP00000263025	9606.ENSP00000384675	0	0.001	0	0	0.060	0.311	0.400	0.577	0.814
MAPK3	EGF	9606.ENSP00000263025	9606.ENSP00000265171	0	0	0	0	0	0	0	0.841	0.841
MAPK3	GRB2	9606.ENSP00000263025	9606.ENSP00000376345	0	0	0	0	0.075	0	0.400	0.782	0.868
MAPK3	STAT3	9606.ENSP00000263025	9606.ENSP00000264657	0	0	0	0	0.068	0.045	0	0.866	0.870
MAPK3	CASP9	9606.ENSP00000263025	9606.ENSP00000330237	0	0	0	0	0.261	0.045	0.400	0.756	0.883
MAPK3	PRKCG	9606.ENSP00000263025	9606.ENSP00000263431	0	0	0	0.593	0.055	0.064	0.900	0.136	0.913
MAPK3	AKT3	9606.ENSP00000263025	9606.ENSP00000500582	0	0	0	0.595	0.099	0.110	0.900	0.215	0.928
MAPK3	BAD	9606.ENSP00000263025	9606.ENSP00000378040	0	0	0	0	0.101	0	0.900	0.305	0.932
MAPK3	PRKCB	9606.ENSP00000263025	9606.ENSP00000496129	0	0	0	0.588	0.062	0.102	0.900	0.468	0.949
MAPK3	PRKCA	9606.ENSP00000263025	9606.ENSP00000408695	0	0	0	0.589	0.062	0.102	0.900	0.542	0.956
MAPK3	AKT1	9606.ENSP00000263025	9606.ENSP00000451828	0	0	0	0.587	0.266	0.110	0.900	0.432	0.957
MAPK3	BRAF	9606.ENSP00000263025	9606.ENSP00000419060	0	0	0	0.579	0.087	0.653	0.700	0.632	0.960
MAPK3	FOXO3	9606.ENSP00000263025	9606.ENSP00000339527	0	0	0	0	0.082	0.057	0.900	0.604	0.961
MAPK3	RAF1	9606.ENSP00000263025	9606.ENSP00000401888	0	0	0	0.587	0.118	0.545	0.700	0.721	0.962
MAPK3	AKT2	9606.ENSP00000263025	9606.ENSP00000375892	0	0	0	0.587	0.062	0.110	0.900	0.604	0.962
MAPK3	NRAS	9606.ENSP00000263025	9606.ENSP00000358548	0	0	0	0	0.063	0.275	0.900	0.620	0.970
MAPK3	HRAS	9606.ENSP00000263025	9606.ENSP00000407586	0	0	0	0	0.061	0.098	0.900	0.829	0.983
MAPK3	TP53	9606.ENSP00000263025	9606.ENSP00000269305	0	0	0	0	0.060	0.626	0.900	0.871	0.994
MAPK3	MAP2K1	9606.ENSP00000263025	9606.ENSP00000302486	0	0	0	0.590	0.122	0.884	0.900	0.974	0.999
MET	PIK3R2	9606.ENSP00000317272	9606.ENSP00000222254	0	0	0	0	0	0.197	0.650	0.240	0.768
MET	HGF	9606.ENSP00000317272	9606.ENSP00000222390	0	0	0	0	0.042	0.989	0.900	0.999	0.999
MET	CCND1	9606.ENSP00000317272	9606.ENSP00000227507	0	0	0	0	0.109	0	0	0.629	0.655
MET	PLCG1	9606.ENSP00000317272	9606.ENSP00000244007	0	0	0	0	0.063	0.152	0.900	0.610	0.964
MET	KRAS	9606.ENSP00000317272	9606.ENSP00000256078	0	0	0	0	0.074	0.337	0.900	0.703	0.979
MET	CDK4	9606.ENSP00000317272	9606.ENSP00000257904	0	0	0	0.607	0.050	0.238	0	0.272	0.427
MET	PIK3R3	9606.ENSP00000317272	9606.ENSP00000262741	0	0	0	0	0	0.197	0.650	0.490	0.844
MET	E2F3	9606.ENSP00000317272	9606.ENSP00000262904	0	0	0	0	0	0.057	0	0.390	0.400
MET	PIK3CA	9606.ENSP00000317272	9606.ENSP00000263967	0	0	0	0	0.042	0.069	0.900	0.617	0.961
MET	STAT3	9606.ENSP00000317272	9606.ENSP00000264657	0	0	0	0	0.063	0.332	0.500	0.948	0.981
MET	EGF	9606.ENSP00000317272	9606.ENSP00000265171	0	0	0	0	0	0	0.650	0.851	0.945
MET	CDK6	9606.ENSP00000317272	9606.ENSP00000265734	0	0	0	0.608	0.102	0.240	0	0.259	0.450
MET	TP53	9606.ENSP00000317272	9606.ENSP00000269305	0	0	0	0	0	0.189	0	0.769	0.804
MET	ERBB2	9606.ENSP00000317272	9606.ENSP00000269571	0	0	0	0.581	0.072	0.617	0	0.604	0.847
MET	EGFR	9606.ENSP00000317272	9606.ENSP00000275493	0	0	0	0.582	0.250	0.806	0	0.978	0.996
MET	STAT5B	9606.ENSP00000317272	9606.ENSP00000293328	0	0	0	0	0.063	0.096	0	0.353	0.404
MET	STAT5A	9606.ENSP00000317272	9606.ENSP00000341208	0	0	0	0	0.063	0.096	0	0.349	0.400
MET	AKT1	9606.ENSP00000317272	9606.ENSP00000451828	0	0	0	0.570	0	0.071	0	0.389	0.408
MET	CDKN2A	9606.ENSP00000317272	9606.ENSP00000418915	0	0	0	0	0	0.095	0	0.536	0.562
MET	EML4	9606.ENSP00000317272	9606.ENSP00000320663	0	0	0	0	0.099	0.067	0	0.604	0.638
MET	TGFA	9606.ENSP00000317272	9606.ENSP00000404131	0	0	0	0	0.080	0	0.650	0.573	0.850
MET	PIK3R1	9606.ENSP00000317272	9606.ENSP00000428056	0	0	0	0	0	0.197	0.650	0.582	0.872
MET	SOS1	9606.ENSP00000317272	9606.ENSP00000384675	0	0	0	0	0	0.334	0.400	0.728	0.882
MET	PLCG2	9606.ENSP00000317272	9606.ENSP00000482457	0	0	0	0	0.063	0.152	0.900	0.068	0.916
MET	PIK3CD	9606.ENSP00000317272	9606.ENSP00000366563	0	0	0	0	0	0.069	0.900	0.232	0.922
MET	PIK3CB	9606.ENSP00000317272	9606.ENSP00000501150	0	0	0	0	0.042	0.069	0.900	0.265	0.925
MET	HRAS	9606.ENSP00000317272	9606.ENSP00000407586	0	0	0	0	0.074	0.368	0.900	0.414	0.961
MET	NRAS	9606.ENSP00000317272	9606.ENSP00000358548	0	0	0	0	0.080	0.274	0.900	0.556	0.966
MET	GRB2	9606.ENSP00000317272	9606.ENSP00000376345	0	0	0	0	0	0.831	0.900	0.980	0.999
NRAS	MAPK1	9606.ENSP00000358548	9606.ENSP00000215832	0	0	0	0	0.109	0.098	0.900	0.551	0.959
NRAS	SOS2	9606.ENSP00000358548	9606.ENSP00000216373	0	0	0	0	0.072	0.157	0.900	0.619	0.966
NRAS	PIK3R2	9606.ENSP00000358548	9606.ENSP00000222254	0	0	0	0	0.042	0.065	0.900	0.345	0.933
NRAS	HGF	9606.ENSP00000358548	9606.ENSP00000222390	0	0	0	0	0.044	0.064	0.500	0.375	0.683
NRAS	CCND1	9606.ENSP00000358548	9606.ENSP00000227507	0	0	0	0	0.058	0.071	0	0.780	0.791
NRAS	KRAS	9606.ENSP00000358548	9606.ENSP00000256078	0	0	0.050	0.981	0.095	0.422	0.900	0.059	0.944
NRAS	CDK4	9606.ENSP00000358548	9606.ENSP00000257904	0	0	0	0	0.119	0.191	0	0.771	0.822
NRAS	PIK3R3	9606.ENSP00000358548	9606.ENSP00000262741	0	0	0	0	0.049	0.065	0.900	0.242	0.923
NRAS	MAP2K2	9606.ENSP00000358548	9606.ENSP00000262948	0	0	0	0	0.050	0.163	0.900	0.654	0.968
NRAS	MAPK3	9606.ENSP00000358548	9606.ENSP00000263025	0	0	0	0	0.063	0.275	0.900	0.620	0.970
NRAS	PRKCG	9606.ENSP00000358548	9606.ENSP00000263431	0	0	0	0	0.059	0	0.900	0.068	0.904
NRAS	PIK3CA	9606.ENSP00000358548	9606.ENSP00000263967	0	0	0	0	0.125	0.483	0.900	0.921	0.995
NRAS	STAT3	9606.ENSP00000358548	9606.ENSP00000264657	0	0	0	0	0.049	0.063	0	0.520	0.535
NRAS	EGF	9606.ENSP00000358548	9606.ENSP00000265171	0	0	0	0	0	0	0.500	0.538	0.759
NRAS	CDK6	9606.ENSP00000358548	9606.ENSP00000265734	0	0	0	0	0.108	0.095	0	0.503	0.564
NRAS	TP53	9606.ENSP00000358548	9606.ENSP00000269305	0	0	0	0	0.080	0	0	0.871	0.876
NRAS	ERBB2	9606.ENSP00000358548	9606.ENSP00000269571	0	0	0	0	0.053	0.160	0.500	0.788	0.904
NRAS	EGFR	9606.ENSP00000358548	9606.ENSP00000275493	0	0	0	0	0.053	0.249	0.900	0.899	0.991
NRAS	ARAF	9606.ENSP00000358548	9606.ENSP00000290277	0	0	0	0	0.081	0.568	0.900	0.885	0.994
NRAS	STAT5B	9606.ENSP00000358548	9606.ENSP00000293328	0	0	0	0	0.049	0.063	0	0.413	0.431
NRAS	MAP2K1	9606.ENSP00000358548	9606.ENSP00000302486	0	0	0	0	0.060	0.163	0.900	0.813	0.983
NRAS	MET	9606.ENSP00000358548	9606.ENSP00000317272	0	0	0	0	0.080	0.274	0.900	0.556	0.966
NRAS	EML4	9606.ENSP00000358548	9606.ENSP00000320663	0	0	0	0	0.048	0.098	0.900	0.525	0.953
NRAS	PDPK1	9606.ENSP00000358548	9606.ENSP00000344220	0	0	0	0	0.104	0	0.500	0.262	0.641
NRAS	RASSF1	9606.ENSP00000358548	9606.ENSP00000349547	0	0	0	0	0	0.070	0.900	0.609	0.960
NRAS	CDKN1A	9606.ENSP00000358548	9606.ENSP00000384849	0	0	0	0	0.055	0.053	0	0.453	0.468
NRAS	AKT2	9606.ENSP00000358548	9606.ENSP00000375892	0	0	0	0	0.074	0.110	0	0.441	0.499
NRAS	AKT3	9606.ENSP00000358548	9606.ENSP00000500582	0	0	0	0	0.074	0.110	0	0.514	0.564
NRAS	TGFA	9606.ENSP00000358548	9606.ENSP00000404131	0	0	0	0	0	0	0.500	0.315	0.643
NRAS	JAK3	9606.ENSP00000358548	9606.ENSP00000432511	0	0	0	0	0.074	0.110	0.400	0.602	0.776
NRAS	AKT1	9606.ENSP00000358548	9606.ENSP00000451828	0	0	0	0	0.099	0.164	0	0.774	0.815
NRAS	GRB2	9606.ENSP00000358548	9606.ENSP00000376345	0	0	0	0	0.104	0.209	0.500	0.539	0.815
NRAS	PRKCB	9606.ENSP00000358548	9606.ENSP00000496129	0	0	0	0	0.065	0	0.900	0.202	0.918
NRAS	PRKCA	9606.ENSP00000358548	9606.ENSP00000408695	0	0	0	0	0.066	0	0.900	0.296	0.928
NRAS	HRAS	9606.ENSP00000358548	9606.ENSP00000407586	0	0	0.050	0.981	0	0.330	0.900	0.059	0.932
NRAS	PIK3CB	9606.ENSP00000358548	9606.ENSP00000501150	0	0	0	0	0.074	0.133	0.900	0.422	0.947
NRAS	PIK3CD	9606.ENSP00000358548	9606.ENSP00000366563	0	0	0	0	0.056	0.352	0.900	0.337	0.954
NRAS	PIK3R1	9606.ENSP00000358548	9606.ENSP00000428056	0	0	0	0	0.042	0.143	0.900	0.533	0.956
NRAS	RASSF5	9606.ENSP00000358548	9606.ENSP00000462099	0	0	0	0	0	0.070	0.900	0.578	0.957
NRAS	CDKN2A	9606.ENSP00000358548	9606.ENSP00000418915	0	0	0	0	0.055	0.102	0.900	0.837	0.984
NRAS	ALK	9606.ENSP00000358548	9606.ENSP00000373700	0	0	0	0	0.074	0.110	0.900	0.854	0.986
NRAS	SOS1	9606.ENSP00000358548	9606.ENSP00000384675	0	0	0	0	0.113	0.377	0.900	0.886	0.992
NRAS	BRAF	9606.ENSP00000358548	9606.ENSP00000419060	0	0	0	0	0.087	0.871	0.900	0.972	0.999
NRAS	RAF1	9606.ENSP00000358548	9606.ENSP00000401888	0	0	0	0	0.081	0.908	0.900	0.899	0.999
PDPK1	MAPK1	9606.ENSP00000344220	9606.ENSP00000215832	0	0	0	0.627	0.169	0.065	0.500	0.168	0.633
PDPK1	SOS2	9606.ENSP00000344220	9606.ENSP00000216373	0	0	0	0	0.138	0	0	0.412	0.471
PDPK1	PIK3R2	9606.ENSP00000344220	9606.ENSP00000222254	0	0	0	0	0.066	0	0.900	0.460	0.945
PDPK1	KRAS	9606.ENSP00000344220	9606.ENSP00000256078	0	0	0	0	0.104	0.078	0.500	0.401	0.720
PDPK1	PIK3R3	9606.ENSP00000344220	9606.ENSP00000262741	0	0	0	0	0.049	0	0.900	0.424	0.940
PDPK1	PIK3CA	9606.ENSP00000344220	9606.ENSP00000263967	0	0	0	0	0.126	0.073	0.900	0.744	0.976
PDPK1	CASP9	9606.ENSP00000344220	9606.ENSP00000330237	0	0	0	0	0.095	0	0.500	0.255	0.633
PDPK1	FOXO3	9606.ENSP00000344220	9606.ENSP00000339527	0	0	0	0	0.154	0.051	0	0.501	0.564
PDPK1	BAD	9606.ENSP00000344220	9606.ENSP00000378040	0	0	0	0	0.042	0	0.500	0.186	0.576
PDPK1	CDKN1A	9606.ENSP00000344220	9606.ENSP00000384849	0	0	0	0	0	0	0.500	0.257	0.612
PDPK1	HRAS	9606.ENSP00000344220	9606.ENSP00000407586	0	0	0	0	0.065	0	0.500	0.287	0.637
PDPK1	NRAS	9606.ENSP00000344220	9606.ENSP00000358548	0	0	0	0	0.104	0	0.500	0.262	0.641
PDPK1	GRB2	9606.ENSP00000344220	9606.ENSP00000376345	0	0	0	0	0.092	0	0.500	0.397	0.702
PDPK1	PRKCB	9606.ENSP00000344220	9606.ENSP00000496129	0	0	0	0.688	0.044	0.292	0.400	0.411	0.728
PDPK1	SOS1	9606.ENSP00000344220	9606.ENSP00000384675	0	0	0	0	0.224	0	0.500	0.432	0.760
PDPK1	AKT3	9606.ENSP00000344220	9606.ENSP00000500582	0	0	0.085	0.747	0	0.275	0.900	0.192	0.939
PDPK1	PRKCA	9606.ENSP00000344220	9606.ENSP00000408695	0	0	0	0.704	0.049	0	0.900	0.451	0.943
PDPK1	PIK3CD	9606.ENSP00000344220	9606.ENSP00000366563	0	0	0	0	0.056	0.073	0.900	0.482	0.948
PDPK1	PIK3R1	9606.ENSP00000344220	9606.ENSP00000428056	0	0	0	0	0.067	0	0.900	0.540	0.953
PDPK1	AKT2	9606.ENSP00000344220	9606.ENSP00000375892	0	0	0.089	0.753	0.162	0.464	0.900	0.213	0.962
PDPK1	PIK3CB	9606.ENSP00000344220	9606.ENSP00000501150	0	0	0	0	0.126	0.073	0.900	0.706	0.973
PDPK1	AKT1	9606.ENSP00000344220	9606.ENSP00000451828	0	0	0.082	0.744	0.095	0.918	0.900	0.926	0.999
PIK3CA	MAPK1	9606.ENSP00000263967	9606.ENSP00000215832	0	0	0	0	0.103	0	0	0.809	0.822
PIK3CA	SOS2	9606.ENSP00000263967	9606.ENSP00000216373	0	0	0	0	0.791	0	0	0.356	0.860
PIK3CA	PIK3R2	9606.ENSP00000263967	9606.ENSP00000222254	0	0	0	0	0	0.881	0.922	0.996	0.999
PIK3CA	HGF	9606.ENSP00000263967	9606.ENSP00000222390	0	0	0	0	0	0	0.400	0.398	0.623
PIK3CA	CCND1	9606.ENSP00000263967	9606.ENSP00000227507	0	0	0	0	0	0	0	0.704	0.704
PIK3CA	PLCG1	9606.ENSP00000263967	9606.ENSP00000244007	0	0	0	0	0.049	0.510	0.900	0.500	0.973
PIK3CA	KRAS	9606.ENSP00000263967	9606.ENSP00000256078	0	0	0	0	0.143	0.627	0.900	0.951	0.998
PIK3CA	CDK4	9606.ENSP00000263967	9606.ENSP00000257904	0	0	0	0	0	0	0	0.709	0.709
PIK3CA	PIK3R3	9606.ENSP00000263967	9606.ENSP00000262741	0	0	0	0	0	0.881	0.944	0.994	0.999
PIK3CA	MAP2K2	9606.ENSP00000263967	9606.ENSP00000262948	0	0	0	0	0	0	0	0.484	0.484
